OBJECTID,FIPS,geoid_v2,COUNTY,STATE,POPULATION,SQMI,Point_Count,Shape__Area,Shape__Length
392,06037124903,6037124903,Los Angeles,CA,3373,0.12,429,313930.81760025,2388.91484677842
393,06037125100,6037125100,Los Angeles,CA,5518,0.5,1557,1300218.21917343,4834.18814275568
394,06037125200,6037125200,Los Angeles,CA,3737,0.5,1403,1303372.5038414,4846.35189551589
395,06037125310,6037125310,Los Angeles,CA,4878,0.4,1331,1035438.30720139,5823.45557154994
396,06037125320,6037125320,Los Angeles,CA,5136,0.25,910,650528.196460724,4027.99353854262
397,06037125401,6037125401,Los Angeles,CA,4474,0.15,516,397970.951763153,3084.60312989811
398,06037125402,6037125402,Los Angeles,CA,3566,0.27,653,691813.662242889,3382.40609452678
399,06037125501,6037125501,Los Angeles,CA,3302,0.18,626,464704.162075043,2814.87863518471
400,06037125502,6037125502,Los Angeles,CA,3157,0.2,666,523880.537227631,2938.88735891783
401,06037141101,6037141101,Los Angeles,CA,4051,0.29,1013,761681.849674225,3577.96237147609
402,06037141102,6037141102,Los Angeles,CA,2920,0.3,831,777806.621936798,4612.22715188726
403,06037143200,6037143200,Los Angeles,CA,3805,0.37,990,969370.261196136,4272.29726070966
404,06037143300,6037143300,Los Angeles,CA,6178,0.64,2020,1662901.19718552,6049.15497472763
405,06037143400,6037143400,Los Angeles,CA,6008,0.68,2274,1744453.46596146,6401.13054792304
406,06037143500,6037143500,Los Angeles,CA,4833,0.47,1395,1225904.51297379,5719.56890058955
407,06037143602,6037143602,Los Angeles,CA,4386,0.47,1211,1215945.40898132,5086.91530978053
408,06037143603,6037143603,Los Angeles,CA,2313,0.19,523,501065.303554535,4243.76026381868
409,06037143604,6037143604,Los Angeles,CA,3132,0.22,520,581465.455307007,4497.5726329757
410,06037143800,6037143800,Los Angeles,CA,5180,1.01,683,2599371.33983994,10943.5593410673
411,06037143901,6037143901,Los Angeles,CA,4312,2.05,781,5295904.7921257,12488.4593113109
412,06037143902,6037143902,Los Angeles,CA,3005,0.98,565,2548454.58309555,10274.7477142445
413,06037128601,6037128601,Los Angeles,CA,4352,0.27,967,697170.748188019,4237.20988520539
414,06037128602,6037128602,Los Angeles,CA,3252,0.44,1232,1133191.46752548,4429.18788269063
415,06037128702,6037128702,Los Angeles,CA,5692,0.64,2085,1653840.2177887,5173.7841944836
416,06037141201,6037141201,Los Angeles,CA,3768,0.27,928,707593.808803558,3729.0061506353
417,06037141202,6037141202,Los Angeles,CA,2901,0.27,576,697595.319137573,3799.01115336482
418,06037141700,6037141700,Los Angeles,CA,3183,1.26,230,3243000.75590134,9436.84909419634
419,06037222700,6037222700,Los Angeles,CA,3807,0.32,30,834953.709220886,4089.34766026408
420,06037231720,6037231720,Los Angeles,CA,4923,0.18,428,469242.855522156,2776.30349987983
421,06037231800,6037231800,Los Angeles,CA,5391,0.2,571,523061.258987427,2909.07037299959
422,06037231900,6037231900,Los Angeles,CA,5972,0.22,539,572604.850143433,3057.06890514257
423,06037232120,6037232120,Los Angeles,CA,5392,0.2,227,521723.399330139,2972.03927925827
424,06037232700,6037232700,Los Angeles,CA,6018,0.28,792,727148.691871643,3503.15866536205
425,06037232800,6037232800,Los Angeles,CA,3907,0.16,460,424369.484809875,2628.24872725351
426,06037237102,6037237102,Los Angeles,CA,3416,0.18,309,469222.18963623,2750.84008487946
427,06037237600,6037237600,Los Angeles,CA,4102,0.19,270,500356.593399048,2879.30704995483
428,06037237710,6037237710,Los Angeles,CA,4088,0.17,250,430744.312919617,2850.28758910655
429,06037239201,6037239201,Los Angeles,CA,3745,0.17,448,446743.374610901,2710.05598657354
430,06037239310,6037239310,Los Angeles,CA,4067,0.21,141,535952.037986755,2955.98035364259
431,06037219020,6037219020,Los Angeles,CA,4738,0.28,137,727934.822933197,3563.36197258497
432,06037219500,6037219500,Los Angeles,CA,1673,0.21,0,552510.152645111,3182.57308422084
433,06037222002,6037222002,Los Angeles,CA,4594,0.25,191,656578.643745422,3296.51153270485
434,06037222500,6037222500,Los Angeles,CA,4929,0.25,688,650137.267745972,3227.50228480422
435,06037222600,6037222600,Los Angeles,CA,5738,0.25,485,648434.284950256,3229.93180949225
436,06037231210,6037231210,Los Angeles,CA,3901,0.12,295,321208.393234253,2416.82340706662
437,06037231220,6037231220,Los Angeles,CA,3837,0.37,391,964797.663520813,3980.52463398378
438,06037231300,6037231300,Los Angeles,CA,5477,0.25,693,657897.057632446,3243.49518496522
439,06037231400,6037231400,Los Angeles,CA,4672,0.24,54,621155.406089783,3154.61265392741
440,06037231500,6037231500,Los Angeles,CA,4667,0.35,387,918671.677406311,3901.70731098097
441,06037231600,6037231600,Los Angeles,CA,7054,0.37,801,954556.901924133,3990.62641868327
442,06037231710,6037231710,Los Angeles,CA,4537,0.12,275,323813.252059937,2420.04547287026
443,06037232110,6037232110,Los Angeles,CA,3260,0.15,463,379799.379875183,2678.01514783791
444,06037232200,6037232200,Los Angeles,CA,3220,0.2,290,523072.593269348,3312.39259428262
445,06037232300,6037232300,Los Angeles,CA,4010,0.24,379,626976.156646729,3519.62424998721
446,06037232400,6037232400,Los Angeles,CA,7316,0.43,415,1114469.03131104,4242.90287837505
447,06037232500,6037232500,Los Angeles,CA,4577,0.3,172,765388.273139954,3648.01460845731
448,06037232600,6037232600,Los Angeles,CA,6383,0.31,532,793874.822731018,3718.43755788766
449,06037234000,6037234000,Los Angeles,CA,5526,0.48,2,1242221.30285263,5446.49345216489
450,06037234200,6037234200,Los Angeles,CA,2525,0.34,29,875209.886199951,3992.68273779744
451,06037234300,6037234300,Los Angeles,CA,4106,0.33,0,849819.179004669,3791.5977725864
452,06037234501,6037234501,Los Angeles,CA,2678,0.29,26,751551.355552673,3884.26666837875
453,06037234502,6037234502,Los Angeles,CA,2832,0.21,0,546049.127170563,3553.57741952409
454,06037234600,6037234600,Los Angeles,CA,4934,0.5,0,1291223.68456268,5413.23004554486
455,06037234700,6037234700,Los Angeles,CA,4003,0.29,22,744135.802978516,4526.1218236744
456,06037234800,6037234800,Los Angeles,CA,3426,0.25,0,654340.629592896,3235.66412820378
457,06037234901,6037234901,Los Angeles,CA,2961,0.13,0,328056.149803162,2427.57934613949
458,06037234902,6037234902,Los Angeles,CA,4038,0.17,0,445076.264591217,3028.15200353591
459,06037235100,6037235100,Los Angeles,CA,4464,0.44,0,1146143.18665314,5472.02655691734
460,06037235201,6037235201,Los Angeles,CA,2785,0.25,0,661302.399002075,3231.32863467156
461,06037235202,6037235202,Los Angeles,CA,4510,0.33,0,841369.605796814,4058.73057556513
462,06037236100,6037236100,Los Angeles,CA,5604,0.44,82,1134662.8758316,4533.7585892354
463,06037236202,6037236202,Los Angeles,CA,6101,0.17,129,439681.963230133,2866.32397004222
464,06037236203,6037236203,Los Angeles,CA,3695,0.13,45,338014.677383423,3301.98452493723
465,06037236204,6037236204,Los Angeles,CA,3051,0.09,179,238245.097126007,2024.26587212596
466,06037236400,6037236400,Los Angeles,CA,4329,0.51,0,1298502.87584686,5853.82911901183
467,06037237101,6037237101,Los Angeles,CA,3728,0.24,217,626033.811080933,3170.91924306549
468,06037237201,6037237201,Los Angeles,CA,3615,0.18,99,453563.412559509,2707.98892056504
469,06037237202,6037237202,Los Angeles,CA,4387,0.43,176,1110663.920784,4389.06928375388
470,06037237300,6037237300,Los Angeles,CA,5382,0.39,3,998006.34778595,4101.97162427006
471,06037237401,6037237401,Los Angeles,CA,3711,0.2,26,515311.679862976,2913.81419229833
472,06037237402,6037237402,Los Angeles,CA,3553,0.2,23,521601.441879272,2933.79813261496
473,06037237500,6037237500,Los Angeles,CA,2672,0.13,33,341720.95010376,2510.79695018792
474,06037600911,6037600911,Los Angeles,CA,3364,0.26,0,33.776481628418,444.155522014735
475,06037600912,6037600912,Los Angeles,CA,5538,0.42,0,10523.0108909607,3506.84876127149
476,06037703100,6037703100,Los Angeles,CA,5420,1.04,0,25667.710609436,2632.04754861882
477,06037703200,6037703200,Los Angeles,CA,5668,0.83,0,46218.4328727722,6854.08137170361
478,06037208610,6037208610,Los Angeles,CA,4222,0.14,458,352355.420829773,2511.80768206853
479,06037208620,6037208620,Los Angeles,CA,4657,0.12,437,323220.084648132,2498.00957653928
480,06037208710,6037208710,Los Angeles,CA,4573,0.07,196,165995.749580383,1732.41911911158
481,06037208720,6037208720,Los Angeles,CA,3976,0.06,109,167170.157302856,2101.63573248597
482,06037208802,6037208802,Los Angeles,CA,3181,0.08,71,211882.391746521,2342.92434887958
483,06037209401,6037209401,Los Angeles,CA,3852,0.08,269,216170.115776062,1940.96400492631
484,06037209402,6037209402,Los Angeles,CA,3603,0.05,179,136115.746627808,1479.54224083939
485,06037209510,6037209510,Los Angeles,CA,2638,0.07,245,183078.065330505,1780.78665838609
486,06037209520,6037209520,Los Angeles,CA,2686,0.09,280,231038.550003052,1971.35162240254
487,06037209810,6037209810,Los Angeles,CA,2443,0.06,193,148009.371772766,1631.36558497184
488,06037209820,6037209820,Los Angeles,CA,2998,0.07,244,181694.762123108,1708.81154025519
489,06037211120,6037211120,Los Angeles,CA,5402,0.22,283,571590.013244629,3231.97546381003
490,06037211121,6037211121,Los Angeles,CA,2492,0.08,196,212495.649765015,2306.07615928269
491,06037211122,6037211122,Los Angeles,CA,3222,0.14,439,367089.008674622,2543.02671281042
492,06037211921,6037211921,Los Angeles,CA,2443,0.04,126,92325.0627670288,1263.27548619385
493,06037212202,6037212202,Los Angeles,CA,3385,0.08,250,204690.12436676,1967.73873173114
494,06037212203,6037212203,Los Angeles,CA,2760,0.04,62,106953.406478882,1376.54187365008
495,06037212204,6037212204,Los Angeles,CA,3361,0.08,212,209541.563987732,1883.74896582378
496,06037212303,6037212303,Los Angeles,CA,3402,0.06,73,155762.195762634,1590.27982700351
497,06037213320,6037213320,Los Angeles,CA,2538,0.12,401,312240.980148315,2390.05823043718
498,06037213401,6037213401,Los Angeles,CA,5217,0.08,275,195092.086761475,1927.867360773
499,06037213402,6037213402,Los Angeles,CA,4850,0.15,523,392818.197563171,2522.49529707426
500,06037221110,6037221110,Los Angeles,CA,3316,0.09,318,234669.139564514,2102.32442760869
501,06037221120,6037221120,Los Angeles,CA,3531,0.12,438,319522.965408325,2287.80497650272
502,06037221602,6037221602,Los Angeles,CA,2826,0.2,469,522118.140708923,3655.40001033475
503,06037221710,6037221710,Los Angeles,CA,2473,0.13,200,328886.554924011,2467.85096423306
504,06037221810,6037221810,Los Angeles,CA,2663,0.12,308,301262.752006531,2248.27033497728
505,06037221820,6037221820,Los Angeles,CA,3165,0.08,63,203977.752716064,1780.41617836563
506,06037224200,6037224200,Los Angeles,CA,2620,0.14,298,376476.647315979,2633.40380243954
507,06037224310,6037224310,Los Angeles,CA,2008,0.07,227,177437.869194031,2034.25552493493
508,06037224320,6037224320,Los Angeles,CA,3278,0.11,345,292748.441200256,2542.13407906763
509,06037224410,6037224410,Los Angeles,CA,3176,0.17,213,448161.09400177,3199.9759900074
510,06037224420,6037224420,Los Angeles,CA,2170,0.14,66,356302.400115967,2727.23394195198
511,06037224700,6037224700,Los Angeles,CA,5315,0.25,153,637644.460700989,3404.73512619411
512,06037211000,6037211000,Los Angeles,CA,4412,1.03,0,2656389.27648163,7661.25752817245
513,06037211201,6037211201,Los Angeles,CA,2578,0.05,184,138992.745365143,1499.46433287957
514,06037211202,6037211202,Los Angeles,CA,2729,0.07,192,178660.166282654,1686.75695717065
515,06037211310,6037211310,Los Angeles,CA,3950,0.06,185,143686.044647217,1522.09114654105
516,06037211320,6037211320,Los Angeles,CA,3030,0.07,201,186019.986949921,1730.63571221497
517,06037211410,6037211410,Los Angeles,CA,2963,0.1,333,271461.228481293,2290.61721248718
518,06037211420,6037211420,Los Angeles,CA,4047,0.15,450,380012.089122772,2551.00720325622
519,06037211500,6037211500,Los Angeles,CA,4471,0.35,168,907309.54240799,3989.75398443744
520,06037211701,6037211701,Los Angeles,CA,2869,0.25,0,651254.635871887,3208.22538397626
521,06037211703,6037211703,Los Angeles,CA,4797,0.07,187,184802.564060211,1727.18582481445
522,06037211704,6037211704,Los Angeles,CA,2898,0.07,77,184934.151130676,1738.21686276369
523,06037211802,6037211802,Los Angeles,CA,4320,0.13,213,326473.367027283,2419.40031669192
524,06037211803,6037211803,Los Angeles,CA,3889,0.05,173,139597.698791504,1498.88384349944
525,06037211804,6037211804,Los Angeles,CA,3379,0.07,240,186310.179542542,1729.04865392405
526,06037211910,6037211910,Los Angeles,CA,4520,0.05,182,138264.061481476,1491.93295699525
527,06037211922,6037211922,Los Angeles,CA,3504,0.04,140,93100.8877716064,1266.72313647082
528,06037212101,6037212101,Los Angeles,CA,2688,0.07,103,184951.841598511,1719.63861581192
529,06037212102,6037212102,Los Angeles,CA,2660,0.05,112,137584.719364166,1487.37385454174
530,06037212304,6037212304,Los Angeles,CA,1725,0.08,34,203129.389011383,1941.14211421233
531,06037212305,6037212305,Los Angeles,CA,2783,0.04,143,108458.068222046,1326.57639996535
532,06037212306,6037212306,Los Angeles,CA,3499,0.06,210,161653.260314941,1618.70583354768
533,06037212410,6037212410,Los Angeles,CA,3820,0.06,29,160516.953052521,1723.13040301651
534,06037212420,6037212420,Los Angeles,CA,3193,0.06,185,143142.143550873,1510.85292741475
535,06037212501,6037212501,Los Angeles,CA,2389,0.03,21,79344.717250824,1159.25536055008
536,06037212502,6037212502,Los Angeles,CA,2753,0.11,122,283890.750282288,2519.44150870628
537,06037212610,6037212610,Los Angeles,CA,4269,0.14,33,357443.341365814,2557.85438089049
538,06037212620,6037212620,Los Angeles,CA,4179,0.11,80,289660.342582703,2427.54014124883
539,06037212701,6037212701,Los Angeles,CA,2318,0.18,17,466970.105556488,3243.19358156015
540,06037212702,6037212702,Los Angeles,CA,3608,0.34,0,878859.981311798,4096.91867760759
541,06037212800,6037212800,Los Angeles,CA,4275,0.3,0,783450.33398056,3573.5507089138
542,06037212900,6037212900,Los Angeles,CA,4052,0.14,12,375450.562374115,2725.78099896976
543,06037213100,6037213100,Los Angeles,CA,2834,0.21,102,538195.425899506,3201.40750573666
544,06037213201,6037213201,Los Angeles,CA,4097,0.13,311,331454.237453461,2492.7696613114
545,06037213202,6037213202,Los Angeles,CA,4033,0.13,406,337345.574764252,2477.8274872475
546,06037213310,6037213310,Los Angeles,CA,3501,0.12,403,316842.237052917,2384.62609651686
547,06037214000,6037214000,Los Angeles,CA,4070,0.39,0,1011574.88171768,4067.68750141664
548,06037214100,6037214100,Los Angeles,CA,3985,0.43,0,1104056.1490593,4302.30607772615
549,06037214501,6037214501,Los Angeles,CA,2924,0.29,122,747812.158611298,4422.6605757581
550,06037214502,6037214502,Los Angeles,CA,6020,0.1,0,257644.755340576,2384.14903461213
551,06037214503,6037214503,Los Angeles,CA,3369,0.09,0,230713.649101257,2093.3737515517
552,06037215101,6037215101,Los Angeles,CA,2499,0.14,14,356168.940177917,3176.09425825677
553,06037215102,6037215102,Los Angeles,CA,3257,0.1,0,258506.542274475,2488.23056488031
554,06037216100,6037216100,Los Angeles,CA,2313,0.26,0,671300.330989838,3396.28022206337
555,06037216200,6037216200,Los Angeles,CA,5130,0.37,0,967980.01745224,4241.18282925647
556,06037217100,6037217100,Los Angeles,CA,5415,0.35,0,906081.688293457,4059.08862614769
557,06037217200,6037217200,Los Angeles,CA,3972,0.36,22,921346.90152359,4873.20305085401
558,06037218110,6037218110,Los Angeles,CA,3419,0.23,20,603972.852180481,3900.72478203015
559,06037218120,6037218120,Los Angeles,CA,4554,0.17,227,444349.986915588,2702.46168586164
560,06037218210,6037218210,Los Angeles,CA,4474,0.15,0,382497.453346252,2630.35205803882
561,06037218220,6037218220,Los Angeles,CA,4559,0.26,2,670166.06652832,3874.02267626449
562,06037218300,6037218300,Los Angeles,CA,5484,0.34,0,894945.148258209,5274.71504701898
563,06037218500,6037218500,Los Angeles,CA,2803,0.2,0,524124.906661987,3320.75193486205
564,06037218600,6037218600,Los Angeles,CA,3245,0.17,0,436644.413635254,2766.90314558585
565,06037218701,6037218701,Los Angeles,CA,2401,0.21,37,550860.505340576,3329.86757279249
566,06037218702,6037218702,Los Angeles,CA,2273,0.14,0,356712.864070892,3125.60550993974
567,06037218800,6037218800,Los Angeles,CA,2681,0.16,35,411811.192432404,2777.16548686241
568,06037218900,6037218900,Los Angeles,CA,5441,0.27,0,704921.817687988,3502.4284115644
569,06037219010,6037219010,Los Angeles,CA,2934,0.17,107,441899.127586365,2861.68587589243
570,06037219300,6037219300,Los Angeles,CA,3813,0.25,0,653273.678581238,3416.50927913291
571,06037219700,6037219700,Los Angeles,CA,4366,0.42,34,1084546.11712646,5039.84638789568
572,06037219800,6037219800,Los Angeles,CA,3268,0.17,0,449229.482967377,2958.4332076769
573,06037220000,6037220000,Los Angeles,CA,5450,0.38,0,977728.867668152,3903.34064107931
574,06037221210,6037221210,Los Angeles,CA,3394,0.14,239,360525.777435303,2558.48608442666
575,06037221220,6037221220,Los Angeles,CA,3407,0.25,596,656753.840324402,3200.83524078452
576,06037221302,6037221302,Los Angeles,CA,4216,0.18,124,464428.21125412,3102.70731999306
577,06037221303,6037221303,Los Angeles,CA,2496,0.09,194,234332.930206299,1973.03853984349
578,06037221304,6037221304,Los Angeles,CA,3495,0.09,82,227010.924915314,1923.48394774225
579,06037221401,6037221401,Los Angeles,CA,3291,0.21,14,537871.198535919,2932.05401916994
580,06037221402,6037221402,Los Angeles,CA,2811,0.21,90,532617.008174896,3933.2841285495
581,06037221500,6037221500,Los Angeles,CA,3230,0.15,108,382063.013450623,2569.38088168409
582,06037221601,6037221601,Los Angeles,CA,3323,0.14,170,368430.786392212,2519.47661643141
583,06037221900,6037221900,Los Angeles,CA,3969,0.16,216,416727.174591064,3125.6524751866
584,06037222001,6037222001,Los Angeles,CA,3430,0.18,201,474601.900184631,2788.16443403724
585,06037222100,6037222100,Los Angeles,CA,4158,0.19,542,480061.763214111,3195.69899615058
586,06037222200,6037222200,Los Angeles,CA,3878,0.19,217,481048.353317261,3210.00593460614
587,06037204920,6037204920,Los Angeles,CA,2490,0.35,1159,909728.60584259,3885.16109069026
588,06037205120,6037205120,Los Angeles,CA,3722,0.56,1908,1457423.30112457,6110.7240871816
589,06037224600,6037224600,Los Angeles,CA,3605,0.28,822,714476.572669983,3480.06101606417
590,06037226420,6037226420,Los Angeles,CA,5161,0.17,578,428617.876113892,2679.71780419183
591,06037226700,6037226700,Los Angeles,CA,6178,0.3,1052,785892.032112122,3680.49536909296
592,06037227010,6037227010,Los Angeles,CA,5213,0.23,794,592130.02495575,3645.90175207073
593,06037227020,6037227020,Los Angeles,CA,3850,0.17,517,435706.988624573,2776.73963103289
594,06037228100,6037228100,Los Angeles,CA,4998,0.39,1303,995587.834869385,4550.80612376198
595,06037228210,6037228210,Los Angeles,CA,4227,0.16,485,412069.316558838,2802.56488116059
596,06037228220,6037228220,Los Angeles,CA,4439,0.14,485,366222.841949463,2778.62486620877
597,06037228310,6037228310,Los Angeles,CA,4385,0.21,713,544493.725410461,3411.30372804055
598,06037228320,6037228320,Los Angeles,CA,3244,0.13,385,339692.363113403,3118.28422763379
599,06037228410,6037228410,Los Angeles,CA,3611,0.11,353,274759.36089325,2156.41964646735
600,06037228420,6037228420,Los Angeles,CA,3248,0.11,348,275733.331962585,2410.71355264384
601,06037228500,6037228500,Los Angeles,CA,5352,0.17,565,439537.985336304,2757.45121933409
602,06037228600,6037228600,Los Angeles,CA,5197,0.2,657,525689.546867371,2921.89269705985
603,06037228710,6037228710,Los Angeles,CA,4420,0.16,569,404891.490386963,2820.31793217274
604,06037228720,6037228720,Los Angeles,CA,4746,0.16,544,405370.082336426,2822.2600412543
605,06037228800,6037228800,Los Angeles,CA,5718,0.33,1085,840722.862533569,3766.66615182044
606,06037228900,6037228900,Los Angeles,CA,3347,0.2,513,513065.154518127,2954.28002366626
607,06037229100,6037229100,Los Angeles,CA,4821,0.18,391,469036.76776886,2772.53888020857
608,06037229200,6037229200,Los Angeles,CA,4511,0.17,567,446369.312309265,2717.18345258811
609,06037229300,6037229300,Los Angeles,CA,5743,0.19,466,512298.893218994,2862.8736846357
610,06037229410,6037229410,Los Angeles,CA,3350,0.21,474,540121.178413391,2952.51012917939
611,06037229420,6037229420,Los Angeles,CA,4746,0.22,724,582522.644363403,3056.01886833309
612,06037231100,6037231100,Los Angeles,CA,3190,0.34,740,878026.666679382,3911.90462184538
613,06037239202,6037239202,Los Angeles,CA,4832,0.49,1463,1274783.69075012,4823.9852061298
614,06037239320,6037239320,Los Angeles,CA,3471,0.13,253,346988.358528137,2523.51747785803
615,06037239330,6037239330,Los Angeles,CA,3068,0.38,936,983160.235435486,4087.78553907644
616,06037239501,6037239501,Los Angeles,CA,3634,0.18,100,477215.566123962,3201.00351375714
617,06037239601,6037239601,Los Angeles,CA,3996,0.16,93,422652.306503296,2928.17422384438
618,06037532400,6037532400,Los Angeles,CA,113,4.95,3,25649.0395278931,5406.44131272741
619,06037532700,6037532700,Los Angeles,CA,3135,0.3,0,3853.86294555664,1340.79829643961
620,06037532800,6037532800,Los Angeles,CA,4721,0.21,0,12184.1937332153,2169.539472784
621,06037532900,6037532900,Los Angeles,CA,6531,0.3,0,10850.1991348267,1935.85200021258
622,06037535001,6037535001,Los Angeles,CA,4340,0.17,0,8829.08786773682,1520.74822218978
623,06037195710,6037195710,Los Angeles,CA,4239,0.19,379,482570.463523865,2968.4486882039
624,06037195720,6037195720,Los Angeles,CA,2486,0.11,207,288691.091430664,2515.32400469655
625,06037197500,6037197500,Los Angeles,CA,3982,0.25,125,638465.327316284,3161.11508365666
626,06037197600,6037197600,Los Angeles,CA,2414,0.15,199,394050.286972046,3178.04764820431
627,06037197700,6037197700,Los Angeles,CA,5145,0.27,499,706895.966918945,4185.02544644376
628,06037199120,6037199120,Los Angeles,CA,4086,0.37,900,950674.773376465,4902.28322459012
629,06037199700,6037199700,Los Angeles,CA,4335,0.37,995,963821.407691956,4218.365287148
630,06037199800,6037199800,Los Angeles,CA,5742,0.25,884,650911.427680969,3278.52632068726
631,06037199900,6037199900,Los Angeles,CA,2592,0.17,567,444028.256309509,3093.62242829781
632,06037203100,6037203100,Los Angeles,CA,4790,0.25,500,667816.726097107,3618.64805875127
633,06037203200,6037203200,Los Angeles,CA,4811,0.2,559,504266.0572052,3090.33640272989
634,06037203300,6037203300,Los Angeles,CA,2612,0.58,890,1496757.43061829,4771.40890602961
635,06037203500,6037203500,Los Angeles,CA,3190,0.65,1452,1663430.07797241,5699.17528101352
636,06037203600,6037203600,Los Angeles,CA,5552,0.21,573,553443.045333862,3231.19266634578
637,06037203710,6037203710,Los Angeles,CA,3327,0.11,377,280601.766647339,2319.65966615933
638,06037203720,6037203720,Los Angeles,CA,3972,0.12,433,321389.964057922,2428.86895522038
639,06037203800,6037203800,Los Angeles,CA,4671,0.19,627,482657.401420593,2846.294065859
640,06037203900,6037203900,Los Angeles,CA,2938,0.18,540,454418.980613709,3661.53141939235
641,06037204110,6037204110,Los Angeles,CA,3094,0.23,812,603724.65019989,3108.57684981635
642,06037204120,6037204120,Los Angeles,CA,2636,0.1,344,261378.154899597,2105.26222727259
643,06037204200,6037204200,Los Angeles,CA,3309,0.12,408,302501.257789612,2327.64977294799
644,06037204300,6037204300,Los Angeles,CA,4824,0.25,780,642973.749694824,3318.90322997629
645,06037204410,6037204410,Los Angeles,CA,2381,0.11,338,296685.439720154,2311.40332848446
646,06037204420,6037204420,Los Angeles,CA,3029,0.12,405,302085.588806152,2335.55269845393
647,06037204600,6037204600,Los Angeles,CA,4154,0.22,498,576732.324310303,3722.4796165848
648,06037204700,6037204700,Los Angeles,CA,4900,0.39,1041,1010725.81340027,4054.56475884891
649,06037204810,6037204810,Los Angeles,CA,4622,0.3,797,768917.110160828,3547.29280079474
650,06037204820,6037204820,Los Angeles,CA,2389,0.12,410,313986.399635315,2535.2781982454
651,06037204910,6037204910,Los Angeles,CA,3249,0.2,629,516055.328529358,2930.74269160736
652,06037205110,6037205110,Los Angeles,CA,3789,0.11,378,281237.119628906,2800.62009419169
653,06037206010,6037206010,Los Angeles,CA,3238,0.55,1067,1421599.95762634,7077.93017698395
654,06037206020,6037206020,Los Angeles,CA,7924,0.34,483,877208.00818634,3644.41958019612
655,06037206031,6037206031,Los Angeles,CA,3722,1.81,5663,4683489.6149292,11311.7213167704
656,06037206032,6037206032,Los Angeles,CA,5465,0.38,818,984553.212203979,4191.59649554009
657,06037206050,6037206050,Los Angeles,CA,1956,0.68,1277,1760207.07479858,7832.09430994151
658,06037206200,6037206200,Los Angeles,CA,3742,0.22,604,584322.274856567,3550.813545549
659,06037206300,6037206300,Los Angeles,CA,7584,0.24,805,609724.737632751,4008.72381425237
660,06037207101,6037207101,Los Angeles,CA,3501,0.11,117,287068.510475159,2332.49357391715
661,06037207102,6037207102,Los Angeles,CA,2627,0.16,349,424285.354553223,3013.6851499257
662,06037207103,6037207103,Los Angeles,CA,2047,0.12,383,316132.791564941,3107.7417008007
663,06037207301,6037207301,Los Angeles,CA,5221,0.17,15,428796.337310791,3714.63048414667
664,06037207302,6037207302,Los Angeles,CA,5203,0.1,87,256111.754821777,2509.06526783217
665,06037207400,6037207400,Los Angeles,CA,1158,0.33,10,870716.692573547,4623.72007505161
666,06037207501,6037207501,Los Angeles,CA,2221,0.05,0,134978.934661865,1491.98625316719
667,06037207502,6037207502,Los Angeles,CA,2744,0.16,0,415575.05921936,2779.35976373994
668,06037207710,6037207710,Los Angeles,CA,2951,0.43,100,1096663.61238861,5249.71002180458
669,06037207900,6037207900,Los Angeles,CA,5130,0.35,382,905223.928405762,3912.82605821427
670,06037208000,6037208000,Los Angeles,CA,7425,0.38,451,970299.261581421,4372.24101755321
671,06037208301,6037208301,Los Angeles,CA,2178,0.04,123,91693.7597961426,1578.32398380344
672,06037208302,6037208302,Los Angeles,CA,4392,0.17,544,434387.264007568,3006.88661728491
673,06037208401,6037208401,Los Angeles,CA,4166,0.09,278,230081.098464966,1920.36117160357
674,06037208402,6037208402,Los Angeles,CA,2896,0.13,302,340048.61341095,2621.88238862343
675,06037208501,6037208501,Los Angeles,CA,2616,0.09,305,243518.253829956,2001.93917157563
676,06037208502,6037208502,Los Angeles,CA,3620,0.1,279,260388.583328247,2062.73558212683
677,06037208801,6037208801,Los Angeles,CA,2996,0.1,85,267671.575546265,2367.72182452435
678,06037208902,6037208902,Los Angeles,CA,2463,0.07,232,183874.562973022,1725.6711280739
679,06037208903,6037208903,Los Angeles,CA,4257,0.06,169,159958.781349182,2147.72168382148
680,06037208904,6037208904,Los Angeles,CA,4172,0.04,151,112430.355072021,1386.00845173255
681,06037209102,6037209102,Los Angeles,CA,5154,0.12,214,305730.85622406,2548.63908177814
682,06037209103,6037209103,Los Angeles,CA,3013,0.05,134,124836.581710815,1431.76709399738
683,06037209104,6037209104,Los Angeles,CA,2354,0.03,94,70199.8377838135,1170.91545086001
684,06037209200,6037209200,Los Angeles,CA,3291,0.16,60,412394.660301209,2664.05568346031
685,06037209300,6037209300,Los Angeles,CA,5113,0.12,256,305918.427436829,2412.9891064134
686,06037209403,6037209403,Los Angeles,CA,4146,0.05,186,138598.62197876,1490.86223276992
687,06037210010,6037210010,Los Angeles,CA,3398,0.16,384,413755.172363281,2700.8529996195
688,06037224010,6037224010,Los Angeles,CA,2503,0.32,694,825321.834114075,4234.84083605548
689,06037224020,6037224020,Los Angeles,CA,2699,0.48,924,1245385.34187317,4624.84976004518
690,06037226001,6037226001,Los Angeles,CA,2190,0.4,1392,1045362.48057556,5789.66421706773
691,06037226002,6037226002,Los Angeles,CA,1970,0.99,3287,2557612.66859436,6524.02113930349
692,06037226410,6037226410,Los Angeles,CA,3433,0.11,373,281991.271118164,2154.02575335675
